image_id,image_path,scientificName,family,countryCode,year,gbif_key,image_url,weak_flowering,flowering,has_bud,has_fruit,usable,notes
HERB_0066,sample_images/HERB_0066.jpg,Psychotria pachyphylla (King & Gamble) Ridl.,Rubiaceae,SG,2021,4958498459,https://d2jcv3kl45hlgi.cloudfront.net/f76357164dc08ddb516714db79c591cf.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0069,sample_images/HERB_0069.jpg,Canthium coffeoides Pierre ex Pit.,Rubiaceae,TH,2023,6367078378,https://d2jcv3kl45hlgi.cloudfront.net/aef676de030ec007a179e52fd83f9656.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0071,sample_images/HERB_0071.jpg,Memecylon scolopacinum Ridl.,Melastomataceae,BN,2019,4926503384,https://d2jcv3kl45hlgi.cloudfront.net/3cce4028198ab6a31db614e6ebbeec83.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0074,sample_images/HERB_0074.jpg,Chassalia curviflora (Wall.) Thwaites,Rubiaceae,VN,2024,6196929042,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG188592/KAG188592.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0075,sample_images/HERB_0075.jpg,Hemigraphis ciliata S.Moore,Acanthaceae,TL,2015,2514988764,https://medialib.naturalis.nl/file/id/L.3978198/format/large,FALSE,NA,NA,NA,NA,NA
HERB_0079,sample_images/HERB_0079.jpg,Huberantha jenkinsii (Hook.f. & Thomson) Chaowasku,Annonaceae,SG,2021,5058342828,https://d2jcv3kl45hlgi.cloudfront.net/a686137923e56c0b61b54c35895ec4d6.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0082,sample_images/HERB_0082.jpg,Euonymus laxiflorus Champ. ex Benth.,Celastraceae,VN,2024,5895917454,https://plant.depo.msu.ru/open/public/item/MW1048772/img/0.jpg?gbif,FALSE,NA,NA,NA,NA,NA
HERB_0083,sample_images/HERB_0083.jpg,Trichosanthes philippinensis Rugayah,Cucurbitaceae,PH,2024,5833058507,https://web.corral.tacc.utexas.edu/brit/BRIT/BRIT1151000/BRIT1151409.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0084,sample_images/HERB_0084.jpg,Hedyotis rosmarinifolia (Pit.) Craib,Rubiaceae,TH,2023,6450150310,https://d2jcv3kl45hlgi.cloudfront.net/a189eca7b0b9e158cce6af5d2eadb17e.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0085,sample_images/HERB_0085.jpg,Antidesma pyrifolium Müll.Arg.,Phyllanthaceae,VN,2024,6196926592,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG188593/KAG188593.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0088,sample_images/HERB_0088.jpg,Chassalia curviflora (Wall.) Thwaites,Rubiaceae,TH,2023,6450188301,https://d2jcv3kl45hlgi.cloudfront.net/2135ebda0ecde4d732e41590badf3eee.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0089,sample_images/HERB_0089.jpg,Broussonetia papyrifera (L.) L'Hér. ex Vent.,Moraceae,ID,2019,5841161857,https://brmas-media.s3-ap-northeast-1.amazonaws.com/hast/specimen/S_145386-m.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0090,sample_images/HERB_0090.jpg,Ridsdalea pseudoternifolia (Valeton) J.T.Pereira,Rubiaceae,BN,2019,4929018786,https://d2jcv3kl45hlgi.cloudfront.net/4a54a130b6889af0b7cc6eeac99dd194.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0092,sample_images/HERB_0092.jpg,Chromolaena odorata (L.) R.M.King & H.Rob.,Asteraceae,TL,2020,5207141325,https://medialib.naturalis.nl/file/id/L.4578462/format/large,FALSE,NA,NA,NA,NA,NA
HERB_0094,sample_images/HERB_0094.jpg,Ixora spectabilis Wall. ex G.Don,Rubiaceae,TH,2025,5004529249,https://images.mobot.org/tropicosimages5/detailimages/TropicosImagesVol5/102124000/34F02BA1-D337-47F7-81F9-5C40E56B08BA.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0095,sample_images/HERB_0095.jpg,Ardisia elliptica Thunb.,Primulaceae,BN,2019,3004109374,https://plant.depo.msu.ru/open/public/item/MW0757546/img/0.jpg?gbif,FALSE,NA,NA,NA,NA,NA
HERB_0096,sample_images/HERB_0096.jpg,Huchimingia podocarpa (Dunn) Z.Q.Song,Fabaceae,LA,2024,6196924559,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG187581/KAG187581.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0099,sample_images/HERB_0099.jpg,Santiria griffithii (Hook.fil.) Engl.,Burseraceae,SG,2023,4607888550,https://d2jcv3kl45hlgi.cloudfront.net/d93c5e7fc9c34795fdc1e3bc5a81f158.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0100,sample_images/HERB_0100.jpg,Vaccinium cumingianum S.Vidal,Ericaceae,PH,2024,5833060651,https://web.corral.tacc.utexas.edu/brit/BRIT/BRIT1149000/BRIT1149102.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0101,sample_images/HERB_0101.jpg,Ficus lepicarpa Blume,Moraceae,BN,2018,4459006792,https://medialib.naturalis.nl/file/id/L.4482925/format/large,FALSE,NA,NA,NA,NA,NA
HERB_0102,sample_images/HERB_0102.jpg,Drosera peltata Sm.,Droseraceae,ID,2023,4974429608,https://plant.depo.msu.ru/open/public/item/MW1046911/img/0.jpg?gbif,FALSE,NA,NA,NA,NA,NA
HERB_0103,sample_images/HERB_0103.jpg,Broussonetia papyrifera (L.) L'Hér. ex Vent.,Moraceae,ID,2019,5841202753,https://brmas-media.s3-ap-northeast-1.amazonaws.com/hast/specimen/S_145389-m.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0106,sample_images/HERB_0106.jpg,Melicope glabra (Blume) T.G.Hartley,Rutaceae,SG,2020,4873818200,https://d2jcv3kl45hlgi.cloudfront.net/7ea613c447ae71c607e94f659a63ed21.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0111,sample_images/HERB_0111.jpg,Adinobotrys atropurpureus (Wall.) Dunn,Fabaceae,LA,2024,6196925178,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG187313/KAG187313.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0112,sample_images/HERB_0112.jpg,Praravinia parviflora Bremek.,Rubiaceae,BN,2019,4938763753,https://d2jcv3kl45hlgi.cloudfront.net/1476521dfc576566836ce305a8abb95f.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0114,sample_images/HERB_0114.jpg,Passiflora foetida L.,Passifloraceae,VN,2024,6196928744,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG188672/KAG188672.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0115,sample_images/HERB_0115.jpg,Pseuderanthemum graciliflorum (Nees) Ridl.,Acanthaceae,ID,2023,4974433771,https://plant.depo.msu.ru/open/public/item/MW1047888/img/0.jpg?gbif,FALSE,NA,NA,NA,NA,NA
HERB_0119,sample_images/HERB_0119.jpg,Ficus virens Aiton,Moraceae,SG,2021,4519431616,https://d2jcv3kl45hlgi.cloudfront.net/e66829ef75d8d2807e5987dcc84def6c.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0120,sample_images/HERB_0120.jpg,Bouea oppositifolia (Roxb.) Meisn.,Anacardiaceae,SG,2021,4607891516,https://d2jcv3kl45hlgi.cloudfront.net/a6157de2cac72b22b96c0d105d92b7ca.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0124,sample_images/HERB_0124.jpg,Polyalthia corticosa (Pierre) Finet & Gagnep.,Annonaceae,LA,2024,6196923363,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG187210/KAG187210.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0125,sample_images/HERB_0125.jpg,"Leptomischus multiflorus Nuraliev, K.S.Nguyen & L.Wu",Rubiaceae,VN,2024,5895916948,https://plant.depo.msu.ru/open/public/item/MW1038074/img/0.jpg?gbif,FALSE,NA,NA,NA,NA,NA
HERB_0128,sample_images/HERB_0128.jpg,Phyllocyclus parishii (Hook.fil.) Kurz,Gentianaceae,TH,2023,6450119309,https://d2jcv3kl45hlgi.cloudfront.net/10dfcd138c92bf50284647ed8ec7a94b.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0129,sample_images/HERB_0129.jpg,Ardisia villosa Roxb.,Primulaceae,ID,2019,2640604340,https://live.staticflickr.com/65535/48652372637_18b5f94e9f_o_d.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0130,sample_images/HERB_0130.jpg,Adenia poilanei C.Cusset,Passifloraceae,VN,2024,5895917676,https://plant.depo.msu.ru/open/public/item/MW1048827/img/0.jpg?gbif,FALSE,NA,NA,NA,NA,NA
HERB_0132,sample_images/HERB_0132.jpg,Cinnamomum loureiroi Nees,Lauraceae,VN,2024,4907059344,https://images.mobot.org/tropicosimages6/detailimages/TropicosImagesVol6/102539000/F3BCB5A8-55D6-4463-9881-B339B3D72A41.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0134,sample_images/HERB_0134.jpg,Dolichandrone spathacea (L.f.) Seem.,Bignoniaceae,TL,2017,5207134335,https://medialib.naturalis.nl/file/id/L.4578457/format/large,FALSE,NA,NA,NA,NA,NA
HERB_0135,sample_images/HERB_0135.jpg,Gomphostemma javanicum (Blume) Benth.,Lamiaceae,LA,2024,6196923527,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG187325/KAG187325.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0136,sample_images/HERB_0136.jpg,Sonneratia griffithii Kurz,Lythraceae,VN,2024,6196928059,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG188613/KAG188613.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0138,sample_images/HERB_0138.jpg,Dodonaea viscosa (L.) Jacq.,Sapindaceae,SG,2020,4459006790,https://medialib.naturalis.nl/file/id/L.4482921/format/large,FALSE,NA,NA,NA,NA,NA
HERB_0141,sample_images/HERB_0141.jpg,Fissistigma manubriatum (Hook.f. & Thomson) Merr.,Annonaceae,SG,2022,4608025494,https://d2jcv3kl45hlgi.cloudfront.net/7933eff38e3eeb59dbaa45f2a3c5b004.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0144,sample_images/HERB_0144.jpg,Sterculia lanceolata Cav.,Malvaceae,LA,2024,6196923582,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG187483/KAG187483.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0146,sample_images/HERB_0146.jpg,Diospyros brandisiana Kurz,Ebenaceae,LA,2024,6196924232,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG187396/KAG187396.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0148,sample_images/HERB_0148.jpg,Clausena indica (Dalzell) Oliv.,Rutaceae,VN,2024,5895917056,https://plant.depo.msu.ru/open/public/item/MW1048704/img/0.jpg?gbif,FALSE,NA,NA,NA,NA,NA
HERB_0154,sample_images/HERB_0154.jpg,Combretum quadrangulare Kurz,Combretaceae,VN,2024,6196927803,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG188635/KAG188635.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0155,sample_images/HERB_0155.jpg,Maesa ramentacea (Roxb.) A.DC.,Primulaceae,MM,2019,4538698772,https://d2jcv3kl45hlgi.cloudfront.net/fe42ab3da30abd575ceb25517013ba3d.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0161,sample_images/HERB_0161.jpg,Byttneria maingayi Mast.,Malvaceae,SG,2021,6163695930,https://d2jcv3kl45hlgi.cloudfront.net/7bef85ba19b66c4a58f91cb9b845baf9.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0163,sample_images/HERB_0163.jpg,Neo-uvaria laosensis Tagane & Soulad.,Annonaceae,LA,2024,6196923706,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG187400/KAG187400.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0164,sample_images/HERB_0164.jpg,Sindora siamensis Teijsm. ex Miq.,Fabaceae,SG,2022,4607895524,https://d2jcv3kl45hlgi.cloudfront.net/e6436e628c2a467322a14282e14abcd7.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0165,sample_images/HERB_0165.jpg,Blumea lacera (Burm.fil.) DC.,Asteraceae,SG,2020,5058339835,https://d2jcv3kl45hlgi.cloudfront.net/d18eec34dcd8e986804f753e5db8b2ab.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0166,sample_images/HERB_0166.jpg,Timonius wallichianus Valeton,Rubiaceae,SG,2021,4926522137,https://d2jcv3kl45hlgi.cloudfront.net/2ffd07da3e51f9e751a61e95a56fcba6.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0168,sample_images/HERB_0168.jpg,Breynia vitis-idaea (Burm.f.) C.E.C.Fisch.,Phyllanthaceae,VN,2024,6196929472,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG188614/KAG188614.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0169,sample_images/HERB_0169.jpg,Ixora nigricans R.Br. ex Wight & Arn.,Rubiaceae,VN,2024,6196928726,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG188598/KAG188598.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0171,sample_images/HERB_0171.jpg,Hedyotis acutangula Champ. ex Benth.,Rubiaceae,TH,2023,6367045315,https://d2jcv3kl45hlgi.cloudfront.net/51a38bd7c18aaa3d14a027c9d596783f.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0174,sample_images/HERB_0174.jpg,Jasminum funale Decne.,Oleaceae,TL,2015,2515083840,https://medialib.naturalis.nl/file/id/L.3978197/format/large,FALSE,NA,NA,NA,NA,NA
HERB_0175,sample_images/HERB_0175.jpg,Cleome viscosa L.,Cleomaceae,VN,2024,6196927217,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG188650/KAG188650.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0176,sample_images/HERB_0176.jpg,Munronia pinnata (Wall.) Harms,Meliaceae,TL,2015,2515097352,https://medialib.naturalis.nl/file/id/L.3978085/format/large,FALSE,NA,NA,NA,NA,NA
HERB_0177,sample_images/HERB_0177.jpg,Terminalia citrina (Gaertn.) Roxb.,Combretaceae,SG,2020,4977568467,https://d2jcv3kl45hlgi.cloudfront.net/6b5ff3c2724f5e6068df8953f292176a.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0178,sample_images/HERB_0178.jpg,Momordica cochinchinensis (Lour.) Spreng.,Cucurbitaceae,SG,2021,4608028512,https://d2jcv3kl45hlgi.cloudfront.net/490e1a19149ef7adc4ba30b49a279691.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0180,sample_images/HERB_0180.jpg,Impatiens pachycaulon M.F.Newman,Balsaminaceae,LA,2024,6196923578,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG187613/KAG187613.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0183,sample_images/HERB_0183.jpg,Embelia ribes Burm.fil.,Primulaceae,LA,2024,6196924885,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG187292/KAG187292.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0186,sample_images/HERB_0186.jpg,Sida rhombifolia L.,Malvaceae,TL,2020,5207165330,https://medialib.naturalis.nl/file/id/L.4578451/format/large,FALSE,NA,NA,NA,NA,NA
HERB_0187,sample_images/HERB_0187.jpg,Hedyotis uncinella Hook. & Arn.,Rubiaceae,TH,2023,6367014364,https://d2jcv3kl45hlgi.cloudfront.net/39e56e11390151180d6329adce30f049.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0192,sample_images/HERB_0192.jpg,Cyrtandra penduliflora Kraenzl.,Gesneriaceae,BN,2019,4922184340,https://d2jcv3kl45hlgi.cloudfront.net/d9c6e7fc51b6e3aeb83da58fa7c0abbf.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0194,sample_images/HERB_0194.jpg,Alangium longiflorum var. hirsutum (Bloemb.) W.J.de Wilde & Duyfjes,Cornaceae,SG,2021,4607897501,https://d2jcv3kl45hlgi.cloudfront.net/3e1537f93ff08e0e55fcc033dd11490d.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0197,sample_images/HERB_0197.jpg,Congea tomentosa Roxb.,Lamiaceae,SG,2020,4607896520,https://d2jcv3kl45hlgi.cloudfront.net/10d6071f0f34eab7f2319c6ec1d14e41.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0198,sample_images/HERB_0198.jpg,Alchornea tiliifolia (Benth.) Müll.Arg.,Euphorbiaceae,TH,2023,6367095322,https://d2jcv3kl45hlgi.cloudfront.net/ff500ef3aaf0573861eebda3596e3642.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0199,sample_images/HERB_0199.jpg,Markhamia stipulata (Wall.) Seem.,Bignoniaceae,VN,2024,6196923973,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG188659/KAG188659.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0202,sample_images/HERB_0202.jpg,Metrosideros collina (Forst.) A.Gray,Myrtaceae,ID,2019,4601916978,https://d2jcv3kl45hlgi.cloudfront.net/a6bef903db2ef2aa444236ed86144983.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0203,sample_images/HERB_0203.jpg,"Uvaria clementis (Merr.) Attanayake, I.M.Turner & R.M.K.Saunde",Annonaceae,SG,2020,5130191500,https://d2jcv3kl45hlgi.cloudfront.net/88629e3c41364f65d2210730e3cdf457.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0204,sample_images/HERB_0204.jpg,Harpullia arborea (Blanco) Radlk.,Sapindaceae,TL,2015,2514978032,https://medialib.naturalis.nl/file/id/L.3978170/format/large,FALSE,NA,NA,NA,NA,NA
HERB_0205,sample_images/HERB_0205.jpg,Gmelina asiatica L.,Lamiaceae,VN,2024,6196926495,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG188661/KAG188661.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0206,sample_images/HERB_0206.jpg,Hiptage calcicola Sirirugsa,Malpighiaceae,TH,2022,4866496790,https://d2jcv3kl45hlgi.cloudfront.net/55f8a4c09b40e0ebb2a4b40b0cb83ea4.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0207,sample_images/HERB_0207.jpg,Begonia baviensis Gagnep.,Begoniaceae,VN,2024,5895917427,https://plant.depo.msu.ru/open/public/item/MW1048828/img/0.jpg?gbif,FALSE,NA,NA,NA,NA,NA
HERB_0211,sample_images/HERB_0211.jpg,Phaseolus lunatus L.,Fabaceae,TL,2015,2515067664,https://medialib.naturalis.nl/file/id/L.3978176/format/large,FALSE,NA,NA,NA,NA,NA
HERB_0212,sample_images/HERB_0212.jpg,Ficus septica Burm.fil.,Moraceae,TL,2021,5207106335,https://medialib.naturalis.nl/file/id/L.4578463/format/large,FALSE,NA,NA,NA,NA,NA
HERB_0214,sample_images/HERB_0214.jpg,Xerospermum noronhianum (Blume) Blume,Sapindaceae,LA,2024,6196923823,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG187640/KAG187640.jpg,FALSE,NA,NA,NA,NA,NA
HERB_0216,sample_images/HERB_0216.jpg,Diospyros retrofracta Bakh.,Ebenaceae,LA,2024,6196925205,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG187417/KAG187417.jpg,FALSE,NA,NA,NA,NA,NA
